Entity,Code,Year,"Net enrolment rate, secondary, gender parity index (GPI)"
Estonia,EST,2000,1.06571996212006
Estonia,EST,2001,1.06526005268097
Estonia,EST,2002,1.06172001361847
Estonia,EST,2003,1.0714299678802501
Estonia,EST,2004,1.0535099506378198
Estonia,EST,2006,1.0423300266265898
Estonia,EST,2007,1.04688000679016
Estonia,EST,2008,1.03924000263214
Estonia,EST,2009,1.02532005310059
Estonia,EST,2010,1.01724004745483
Estonia,EST,2011,1.00703001022339
Estonia,EST,2012,1.00541996955872
Estonia,EST,2013,1.01286995410919
Eswatini,SWZ,1971,0.972180008888245
Eswatini,SWZ,1972,1.00141000747681
Eswatini,SWZ,1974,1.04667997360229
Eswatini,SWZ,1975,1.07044994831085
Eswatini,SWZ,1976,1.09754002094269
Eswatini,SWZ,1977,1.15297996997833
Eswatini,SWZ,1998,1.10115003585815
Eswatini,SWZ,1999,1.17788004875183
Eswatini,SWZ,2000,1.1946400403976398
Eswatini,SWZ,2001,1.2098799943924
Eswatini,SWZ,2002,1.23306000232697
Eswatini,SWZ,2003,1.26183998584747
Eswatini,SWZ,2004,1.1498500108718899
Eswatini,SWZ,2005,1.23222005367279
Eswatini,SWZ,2006,1.3721899986267099
Eswatini,SWZ,2007,0.8668799996376041
Eswatini,SWZ,2009,1.2790299654007
Eswatini,SWZ,2010,1.2878700494766202
Eswatini,SWZ,2011,1.16665995121002
Eswatini,SWZ,2012,1.19661998748779
Eswatini,SWZ,2013,1.24275994300842
Ethiopia,ETH,1999,0.7152500152587891
Ethiopia,ETH,2000,0.707390010356903
Ethiopia,ETH,2001,0.670080006122589
Ethiopia,ETH,2002,0.6159200072288511
Euro area,,1976,1.00990998744965
Euro area,,1977,1.01177000999451
Euro area,,1978,1.01831996440887
Euro area,,1979,1.02103996276855
Euro area,,1980,1.0231100320816
Euro area,,1981,1.02602005004883
Euro area,,1982,1.02828001976013
Euro area,,1983,1.02977001667023
Euro area,,1984,1.02980995178223
Euro area,,1985,1.03076004981995
Euro area,,1986,1.03067004680634
Euro area,,1987,1.02918994426727
Euro area,,1988,1.0291099548339802
Euro area,,1989,1.0294899940490698
Euro area,,1990,1.02991998195648
Euro area,,1991,1.02908003330231
Euro area,,1992,1.02827000617981
Euro area,,1993,1.0280400514602699
Euro area,,1994,1.01783001422882
Euro area,,1995,1.0181200504303
Euro area,,1996,1.0216499567031898
Euro area,,1997,1.01901996135712
Euro area,,1998,1.0200400352478
Euro area,,1999,1.01980996131897
Euro area,,2000,1.01419997215271
Euro area,,2001,1.0236599445343002
Euro area,,2002,1.01842999458313
Euro area,,2003,1.021360039711
Euro area,,2004,1.02248001098633
Euro area,,2005,1.0206600427627601
Euro area,,2006,1.0179300308227501
Euro area,,2007,1.01665997505188
Euro area,,2008,1.01415002346039
Euro area,,2009,1.01277005672455
Euro area,,2010,1.0093100070953398
Euro area,,2011,1.00944995880127
Euro area,,2012,1.0095499753952
Euro area,,2013,1.00914001464844
Euro area,,2014,1.00940001010895
Europe and Central Asia,,1996,0.9954100251197809
Europe and Central Asia,,1997,0.995970010757446
Europe and Central Asia,,1998,0.997489988803864
Europe and Central Asia,,1999,0.999170005321503
Europe and Central Asia,,2000,0.99795001745224
Europe and Central Asia,,2001,0.999390006065369
Europe and Central Asia,,2002,0.997409999370575
Europe and Central Asia,,2003,0.999019980430603
Europe and Central Asia,,2004,0.999840021133423
Europe and Central Asia,,2005,0.9990400075912479
Europe and Central Asia,,2006,0.998719990253448
Europe and Central Asia,,2007,0.9984700083732609
Europe and Central Asia,,2008,0.999639987945557
Europe and Central Asia,,2010,0.9970700144767758
Europe and Central Asia,,2011,0.996730029582977
Europe and Central Asia,,2012,0.999629974365234
Europe and Central Asia,,2013,0.9997699856758121
Europe and Central Asia (excluding high-income countries),,1999,0.979820013046265
Europe and Central Asia (excluding high-income countries),,2000,0.9814800024032589
Europe and Central Asia (excluding high-income countries),,2001,0.9792799949645999
Europe and Central Asia (excluding high-income countries),,2002,0.978540003299713
Europe and Central Asia (excluding high-income countries),,2003,0.9786900281906129
Europe and Central Asia (excluding high-income countries),,2004,0.979170024394989
Europe and Central Asia (excluding high-income countries),,2005,0.9787999987602231
Europe and Central Asia (excluding high-income countries),,2006,0.979309976100922
Europe and Central Asia (excluding high-income countries),,2007,0.980050027370453
Europe and Central Asia (excluding high-income countries),,2008,0.984860002994537
Europe and Central Asia (excluding high-income countries),,2009,0.987399995326996
Europe and Central Asia (excluding high-income countries),,2010,0.9846400022506709
Europe and Central Asia (excluding high-income countries),,2011,0.9844999909400941
Europe and Central Asia (excluding high-income countries),,2012,0.990880012512207
Europe and Central Asia (excluding high-income countries),,2013,0.990970015525818
Europe and Central Asia (excluding high-income countries),,2014,0.9908400177955631
European Union,,1976,1.0134099721908598
European Union,,1977,1.0146299600601199
European Union,,1978,1.01907002925873
European Union,,1979,1.0210599899291999
European Union,,1980,1.02358996868134
European Union,,1981,1.02665996551514
European Union,,1982,1.0283299684524498
European Union,,1983,1.02866005897522
European Union,,1984,1.02866995334625
European Union,,1985,1.02945995330811
European Union,,1986,1.02953004837036
European Union,,1987,1.02749001979828
European Union,,1988,1.02759003639221
European Union,,1989,1.02795004844666
European Union,,1990,1.02850997447968
European Union,,1991,1.02831995487213
European Union,,1992,1.0278400182724001
European Union,,1993,1.0247600078582801
European Union,,1994,1.01804995536804
European Union,,1995,1.01847004890442
European Union,,1996,1.02135002613068
European Union,,1997,1.0199899673461899
European Union,,1998,1.02098000049591
European Union,,1999,1.02109003067017
European Union,,2000,1.01696002483368
European Union,,2001,1.02219998836517
European Union,,2002,1.01858997344971
European Union,,2003,1.02123999595642
European Union,,2004,1.0220400094986
European Union,,2005,1.0201100111007702
European Union,,2006,1.0184500217437702
European Union,,2007,1.01689004898071
European Union,,2008,1.01387000083923
European Union,,2009,1.01207995414734
European Union,,2010,1.0087000131607098
European Union,,2011,1.0082000494003298
European Union,,2012,1.0076099634170501
European Union,,2013,1.00797998905182
European Union,,2014,1.0087000131607098
Fiji,FJI,1999,1.13011002540588
Fiji,FJI,2000,1.1078300476074199
Fiji,FJI,2001,1.0721000432968102
Fiji,FJI,2002,1.10549998283386
Fiji,FJI,2003,1.0875099897384601
Fiji,FJI,2004,1.08954000473022
Fiji,FJI,2006,1.0906900167465199
Fiji,FJI,2007,1.13059997558594
Fiji,FJI,2009,1.11006999015808
Fiji,FJI,2011,1.09049999713898
Fiji,FJI,2012,1.1114200353622399
Finland,FIN,1979,1.04771995544434
Finland,FIN,1991,1.0187799930572499
Finland,FIN,1993,1.02506005764008
Finland,FIN,1994,1.0159499645233199
Finland,FIN,1995,1.01814997196198
Finland,FIN,1996,1.02417004108429
Finland,FIN,1997,1.0124200582504301
Finland,FIN,1998,1.0319399833679201
Finland,FIN,1999,1.00784003734589
Finland,FIN,2000,1.0160700082778902
Finland,FIN,2001,1.01608002185822
Finland,FIN,2002,1.01570999622345
Finland,FIN,2003,1.00908994674683
Finland,FIN,2004,1.00495004653931
Finland,FIN,2005,1.0056799650192298
Finland,FIN,2006,1.00327003002167
Finland,FIN,2007,1.0062700510025
Finland,FIN,2008,1.00891995429993
Finland,FIN,2009,1.00944995880127
Finland,FIN,2010,1.00815999507904
Finland,FIN,2011,1.00601994991302
Finland,FIN,2012,1.00608003139496
Finland,FIN,2013,1.00589001178741
Finland,FIN,2014,1.00171995162964
France,FRA,1977,1.09450995922089
France,FRA,1979,1.10588002204895
France,FRA,1980,1.1091400384903
France,FRA,1982,1.10582995414734
France,FRA,1983,1.1014699935913101
France,FRA,1985,1.0840699672699
France,FRA,1986,1.08020997047424
France,FRA,1987,1.0741399526596098
France,FRA,1988,1.07024002075195
France,FRA,1989,1.07214999198914
France,FRA,1990,1.07007002830505
France,FRA,1992,1.05054998397827
France,FRA,1993,1.04790997505188
France,FRA,1994,1.01287996768951
France,FRA,1995,1.01040005683899
France,FRA,1996,1.0140199661254898
France,FRA,1997,1.00829005241394
France,FRA,1999,1.01332998275757
France,FRA,2000,1.014279961586
France,FRA,2001,1.01626002788544
France,FRA,2002,1.01542997360229
France,FRA,2003,1.0156500339508099
France,FRA,2004,1.01478004455566
Gambia,GMB,1978,0.45897001028060896
Gambia,GMB,1979,0.426470011472702
Gambia,GMB,1983,0.41666999459266707
Gambia,GMB,1984,0.428229987621307
Gambia,GMB,1985,0.41800001263618497
Gambia,GMB,1986,0.41984999179840105
Georgia,GEO,1996,0.967100024223328
Georgia,GEO,1997,0.9679700136184691
Georgia,GEO,1999,0.997650027275085
Georgia,GEO,2000,0.994490027427673
Georgia,GEO,2005,0.9771000146865841
Georgia,GEO,2006,1.01021003723145
Georgia,GEO,2008,0.957180023193359
Georgia,GEO,2013,0.989170014858246
Georgia,GEO,2014,0.9990900158882141
Ghana,GHA,1999,0.8467199802398678
Ghana,GHA,2000,0.8683900237083441
Ghana,GHA,2001,0.8920699954032901
Ghana,GHA,2002,0.895820021629334
Ghana,GHA,2003,0.902639985084534
Ghana,GHA,2004,0.865580022335052
Ghana,GHA,2005,0.880710005760193
Ghana,GHA,2006,0.8744400143623349
Ghana,GHA,2007,0.900839984416962
Ghana,GHA,2008,0.9084699749946591
Ghana,GHA,2009,0.9144399762153629
Ghana,GHA,2013,0.952180027961731
Ghana,GHA,2014,0.970790028572083
Ghana,GHA,2015,0.98173999786377
Greece,GRC,1971,0.8717399835586551
Greece,GRC,1972,0.851000010967255
Greece,GRC,1973,0.8464599847793579
Greece,GRC,1974,0.8575900197029109
Greece,GRC,1975,0.867160022258759
Greece,GRC,1976,0.8716300129890441
Greece,GRC,1977,0.865459978580475
Greece,GRC,1978,0.904179990291595
Greece,GRC,1979,0.9197199940681461
Greece,GRC,1980,0.9000399708747859
Greece,GRC,1982,0.970300018787384
Greece,GRC,1984,1.0166699886322
Greece,GRC,1985,1.01766002178192
Greece,GRC,1986,1.00791001319885
Greece,GRC,1987,0.9976699948310849
Greece,GRC,1988,1.00002002716064
Greece,GRC,1989,1.0048400163650502
Greece,GRC,1991,1.02231001853943
Greece,GRC,1992,1.02372002601624
Greece,GRC,1994,1.00923001766205
Greece,GRC,1996,1.06872999668121
Greece,GRC,1997,1.06698000431061
Greece,GRC,1998,1.07311999797821
Greece,GRC,1999,1.07637000083923
Greece,GRC,2000,1.08401000499725
Greece,GRC,2001,1.0730299949645998
Greece,GRC,2002,1.04472005367279
Greece,GRC,2003,1.0369800329208398
Greece,GRC,2004,1.02486002445221
Greece,GRC,2005,1.00141000747681
Greece,GRC,2006,0.9849200248718258
Greece,GRC,2007,0.968500018119812
Greece,GRC,2010,0.977800011634827
Greece,GRC,2013,0.99098002910614
Grenada,GRD,1972,1.21561002731323
Grenada,GRD,2002,1.19830000400543
Grenada,GRD,2003,1.00966000556946
Grenada,GRD,2004,1.08109998703003
Grenada,GRD,2005,1.00653004646301
Grenada,GRD,2013,1.0173100233078
Grenada,GRD,2014,1.0278099775314302
Guatemala,GTM,1972,0.86720997095108
Guatemala,GTM,1974,0.875159978866577
Guatemala,GTM,1975,0.8993899822235111
Guatemala,GTM,1999,0.8539100289344791
Guatemala,GTM,2000,0.9053300023078922
Guatemala,GTM,2001,0.924539983272552
Guatemala,GTM,2002,0.9138299822807309
Guatemala,GTM,2008,0.953369975090027
Guatemala,GTM,2009,0.9515100121498109
Guatemala,GTM,2010,0.9362599849700931
Guatemala,GTM,2011,0.9348300099372859
Guatemala,GTM,2012,0.936959981918335
Guatemala,GTM,2013,0.9347400069236759
Guatemala,GTM,2014,0.9456200003623959
Guinea,GIN,1986,0.38787001371383706
Guinea,GIN,1989,0.36873999238014205
Guinea,GIN,1990,0.376010000705719
Guinea,GIN,1999,0.37103000283241294
Guinea,GIN,2001,0.40777000784874
Guinea,GIN,2002,0.429540008306503
Guinea,GIN,2003,0.47262001037597706
Guinea,GIN,2004,0.48205000162124606
Guinea,GIN,2005,0.523999989032745
Guinea,GIN,2006,0.5595300197601321
Guinea,GIN,2011,0.6309199929237371
Guinea,GIN,2014,0.66210001707077
Guinea-Bissau,GNB,1981,0.31411999464034995
Guinea-Bissau,GNB,1982,0.222660005092621
Guinea-Bissau,GNB,1984,0.241510003805161
Guinea-Bissau,GNB,2000,0.5618000030517579
Guyana,GUY,1971,1.0237900018692
Guyana,GUY,1999,0.992709994316101
Guyana,GUY,2009,0.953679978847504
Guyana,GUY,2011,1.0035699605941801
Heavily-indebted poor countries,,1992,0.7286300063133241
Heavily-indebted poor countries,,1993,0.7266499996185299
Heavily-indebted poor countries,,1994,0.7126399874687191
Heavily-indebted poor countries,,1995,0.713509976863861
Heavily-indebted poor countries,,1996,0.7178000211715699
Heavily-indebted poor countries,,1997,0.7226300239562992
Heavily-indebted poor countries,,1998,0.7271299958229059
Heavily-indebted poor countries,,1999,0.730949997901917
Heavily-indebted poor countries,,2000,0.7354500293731691
Heavily-indebted poor countries,,2001,0.740180015563965
Heavily-indebted poor countries,,2002,0.737559974193573
Heavily-indebted poor countries,,2003,0.7458999752998349
Heavily-indebted poor countries,,2004,0.7406799793243409
Heavily-indebted poor countries,,2005,0.748870015144348
Heavily-indebted poor countries,,2006,0.7469900250434879
Heavily-indebted poor countries,,2007,0.757570028305054
Heavily-indebted poor countries,,2008,0.7616500258445741
Heavily-indebted poor countries,,2009,0.7720400094985959
Heavily-indebted poor countries,,2010,0.789260029792786
Heavily-indebted poor countries,,2011,0.8033599853515629
Heavily-indebted poor countries,,2012,0.814649999141693
Heavily-indebted poor countries,,2013,0.8274099826812741
Heavily-indebted poor countries,,2014,0.8291199803352359
High-income countries,,1977,1.0105899572372399
High-income countries,,1978,1.01339995861053
High-income countries,,1979,1.01446998119354
High-income countries,,1980,1.0184999704361
High-income countries,,1981,1.0209599733352699
High-income countries,,1982,1.02225005626678
High-income countries,,1983,1.02256000041962
High-income countries,,1984,1.02251994609833
High-income countries,,1985,1.02349996566772
High-income countries,,1986,1.0239900350570699
High-income countries,,1987,1.02372002601624
High-income countries,,1988,1.02356004714966
High-income countries,,1989,1.02330994606018
High-income countries,,1990,1.02210998535156
High-income countries,,1991,1.02076995372772
High-income countries,,1992,1.0204399824142498
High-income countries,,1993,1.01835000514984
High-income countries,,1994,1.01450002193451
High-income countries,,1995,1.0174700021743799
High-income countries,,1996,1.01479005813599
High-income countries,,1997,1.01514995098114
High-income countries,,1998,1.0161600112915001
High-income countries,,1999,1.01689004898071
High-income countries,,2000,1.01604998111725
High-income countries,,2001,1.0194900035858199
High-income countries,,2002,1.01242995262146
High-income countries,,2003,1.01777005195618
High-income countries,,2004,1.02230000495911
High-income countries,,2005,1.02118003368378
High-income countries,,2006,1.0181699991226199
High-income countries,,2007,1.01652002334595
High-income countries,,2008,1.01336002349854
High-income countries,,2009,1.01499998569489
High-income countries,,2010,1.01109004020691
High-income countries,,2011,1.01071000099182
High-income countries,,2012,1.01263999938965
High-income countries,,2013,1.0096399784088101
High-income countries,,2014,1.01350998878479
Honduras,HND,1983,1.1110999584198
Honduras,HND,2013,1.1768200397491497
Honduras,HND,2014,1.15954995155334
Hong Kong,HKG,1971,0.7864099740982059
Hong Kong,HKG,1972,0.8067399859428409
Hong Kong,HKG,1973,0.842190027236938
Hong Kong,HKG,1974,0.877040028572083
Hong Kong,HKG,1975,0.8925999999046329
Hong Kong,HKG,1976,0.9309300184249879
Hong Kong,HKG,1977,0.9541199803352359
Hong Kong,HKG,1978,0.990610003471375
Hong Kong,HKG,1979,1.04032003879547
Hong Kong,HKG,1980,1.04887998104095
Hong Kong,HKG,1981,1.07393002510071
Hong Kong,HKG,1983,1.0927300453186
Hong Kong,HKG,1984,1.08852994441986
Hong Kong,HKG,1985,1.07519996166229
Hong Kong,HKG,1996,1.03252005577087
Hong Kong,HKG,2001,0.9984599947929379
Hong Kong,HKG,2002,0.991159975528717
Hong Kong,HKG,2003,0.9980400204658509
Hong Kong,HKG,2004,0.999840021133423
Hong Kong,HKG,2005,1.00498998165131
Hong Kong,HKG,2006,1.00452995300293
Hong Kong,HKG,2007,0.998839974403381
Hong Kong,HKG,2008,0.998000025749207
Hong Kong,HKG,2009,0.998560011386871
Hong Kong,HKG,2010,0.995100021362305
Hong Kong,HKG,2011,0.9948599934577941
Hong Kong,HKG,2012,0.999909996986389
Hong Kong,HKG,2013,0.994989991188049
Hong Kong,HKG,2014,0.9918799996376041
Hungary,HUN,1997,1.02521002292633
Hungary,HUN,1998,1.01651000976563
Hungary,HUN,1999,1.0118000507354699
Hungary,HUN,2000,1.00784003734589
Hungary,HUN,2001,1.00444996356964
Hungary,HUN,2002,0.999450027942657
Hungary,HUN,2003,0.9976900219917301
Hungary,HUN,2004,0.984390020370483
Hungary,HUN,2005,0.9964200258255
Hungary,HUN,2006,0.997860014438629
Hungary,HUN,2007,0.9989600181579591
Hungary,HUN,2008,0.9917700290679928
Hungary,HUN,2009,0.994050025939941
Hungary,HUN,2010,0.996140003204346
Hungary,HUN,2011,0.993219971656799
Hungary,HUN,2012,0.994369983673096
Hungary,HUN,2013,0.99576997756958
Hungary,HUN,2014,0.9985100030899051
Iceland,ISL,1998,1.0161600112915001
Iceland,ISL,1999,1.04960000514984
Iceland,ISL,2000,1.05531001091003
Iceland,ISL,2001,1.03982996940613
Iceland,ISL,2002,1.03387999534607
Iceland,ISL,2003,1.0407999753952
Iceland,ISL,2004,1.03336000442505
Iceland,ISL,2005,1.02972996234894
Iceland,ISL,2006,1.02208995819092
Iceland,ISL,2007,1.03322005271912
Iceland,ISL,2008,1.02781999111176
Iceland,ISL,2009,1.02681994438171
Iceland,ISL,2010,1.01821005344391
Iceland,ISL,2011,1.0100400447845501
Iceland,ISL,2012,1.00885999202728
India,IND,2013,1.0130800008773801
Indonesia,IDN,1972,0.603299975395203
Indonesia,IDN,1973,0.601620018482208
Indonesia,IDN,1974,0.6166999936103821
Indonesia,IDN,1975,0.6594799757003779
Indonesia,IDN,1976,0.6644399762153629
Indonesia,IDN,1977,0.681050002574921
Indonesia,IDN,1978,0.693979978561401
Indonesia,IDN,1995,0.8649899959564209
Indonesia,IDN,2001,0.9875100255012509
Indonesia,IDN,2002,0.9878799915313721
Indonesia,IDN,2003,0.986729979515076
Indonesia,IDN,2004,0.9920799732208249
Indonesia,IDN,2005,0.9899500012397769
Indonesia,IDN,2006,1.0083700418472301
Indonesia,IDN,2007,1.0061399936676
Indonesia,IDN,2008,0.9928100109100341
Indonesia,IDN,2009,0.9854000210762021
Indonesia,IDN,2010,0.9964399933814999
Indonesia,IDN,2011,1.00529003143311
Indonesia,IDN,2012,1.0302200317382801
Indonesia,IDN,2013,0.9738600254058841
Indonesia,IDN,2014,0.991479992866516
Iran,IRN,2009,0.98378998041153
Iran,IRN,2010,0.988359987735748
Iran,IRN,2011,0.9943600296974179
Iran,IRN,2012,0.9904199838638309
Iran,IRN,2013,0.9700899720191959
Iran,IRN,2014,1.00935995578766
Iraq,IRQ,1975,0.457500010728836
Iraq,IRQ,1976,0.45539999008178705
Iraq,IRQ,1977,0.466100007295609
Iraq,IRQ,1978,0.451240003108978
Iraq,IRQ,1979,0.45445999503135703
Iraq,IRQ,1980,0.46827000379562395
Iraq,IRQ,1981,0.505490005016327
Iraq,IRQ,1982,0.527530014514923
Iraq,IRQ,1985,0.582319974899292
Iraq,IRQ,1987,0.601949989795685
Iraq,IRQ,1988,0.624819993972778
Iraq,IRQ,1989,0.6441100239753721
Iraq,IRQ,1993,0.6710299849510191
Iraq,IRQ,1999,0.6643099784851071
Iraq,IRQ,2000,0.662699997425079
Iraq,IRQ,2003,0.7694200277328491
Iraq,IRQ,2004,0.71995997428894
Iraq,IRQ,2007,0.8075100183486942
Ireland,IRL,1971,1.06052005290985
Ireland,IRL,1972,1.04094994068146
Ireland,IRL,1973,1.0668799877166701
Ireland,IRL,1974,1.06497001647949
Ireland,IRL,1975,1.06386995315552
Ireland,IRL,1976,1.06150996685028
Ireland,IRL,1977,1.0606499910354599
Ireland,IRL,1978,1.0672299861908001
Ireland,IRL,1982,1.06262004375458
Ireland,IRL,1991,1.05218005180359
Ireland,IRL,1992,1.05376994609833
Ireland,IRL,1995,1.05059003829956
Ireland,IRL,1996,1.0517499446868899
Ireland,IRL,1997,1.04844999313354
Ireland,IRL,1998,1.04747998714447
Ireland,IRL,1999,1.04806995391846
Ireland,IRL,2000,1.05940997600555
Ireland,IRL,2001,1.06630003452301
Ireland,IRL,2002,1.06941998004913
Ireland,IRL,2003,1.06881999969482
Ireland,IRL,2004,1.0629199743270898
Israel,ISR,1999,1.00749003887177
Italy,ITA,1999,1.01531994342804
Italy,ITA,2000,0.9766499996185299
Italy,ITA,2001,1.02755999565125
Italy,ITA,2002,1.00989997386932
Italy,ITA,2003,1.01643002033234
Italy,ITA,2004,1.02167999744415
Italy,ITA,2005,1.02100002765656
Italy,ITA,2006,1.01533997058868
Italy,ITA,2007,1.01591002941132
Italy,ITA,2008,1.00756001472473
Italy,ITA,2009,1.00696003437042
Italy,ITA,2010,1.00284004211426
Italy,ITA,2011,1.0060499906539901
Italy,ITA,2012,1.00382995605469
Italy,ITA,2013,0.9990800023078922
Jamaica,JAM,1975,1.18254005908966
Jamaica,JAM,1976,1.17223000526428
Jamaica,JAM,1977,1.1131900548934899
Jamaica,JAM,1981,1.1238000392913798
Jamaica,JAM,1983,1.1015700101852401
Jamaica,JAM,1984,1.0913800001144398
Jamaica,JAM,1985,1.08675003051758
Jamaica,JAM,1986,1.12458002567291
Jamaica,JAM,1999,1.0104700326919598
Jamaica,JAM,2000,1.0317200422286998
Jamaica,JAM,2001,1.0299899578094498
Jamaica,JAM,2002,1.04031002521515
Jamaica,JAM,2003,1.05801999568939
Jamaica,JAM,2004,1.06014001369476
Jamaica,JAM,2005,1.07810997962952
Jamaica,JAM,2011,1.07875001430511
Jamaica,JAM,2013,1.08542001247406
Jamaica,JAM,2014,1.08987998962402
Japan,JPN,1978,1.01496994495392
Japan,JPN,2006,1.00464999675751
Japan,JPN,2007,1.00452995300293
Japan,JPN,2008,1.0039199590683
Japan,JPN,2009,1.00514996051788
Japan,JPN,2010,1.00450003147125
Japan,JPN,2011,1.0064799785614
Japan,JPN,2012,1.00749003887177
Japan,JPN,2013,1.0082700252533001
Jordan,JOR,1999,1.08869004249573
Jordan,JOR,2000,1.05204999446869
Jordan,JOR,2002,1.04275000095367
Jordan,JOR,2003,1.04489004611969
Jordan,JOR,2004,1.03148996829987
Jordan,JOR,2005,1.05359995365143
Jordan,JOR,2006,1.03848004341125
Jordan,JOR,2008,1.05739998817444
Jordan,JOR,2011,1.05707001686096
Kazakhstan,KAZ,2000,1.04751002788544
Kazakhstan,KAZ,2013,1.01874005794525
Kenya,KEN,2000,0.984610021114349
Kenya,KEN,2001,0.973829984664917
Kenya,KEN,2002,0.991079986095428
Kenya,KEN,2003,0.970160007476807
Kenya,KEN,2004,1.00804996490479
Kenya,KEN,2005,1.0135300159454301
Kenya,KEN,2006,0.965499997138977
Kenya,KEN,2007,0.9023200273513791
Kenya,KEN,2008,0.957199990749359
Kenya,KEN,2009,0.9396100044250492
Kenya,KEN,2012,0.969079971313477
Kiribati,KIR,1986,1.02128005027771
Kiribati,KIR,2003,1.14958000183105
Kiribati,KIR,2004,1.1527600288391102
Kiribati,KIR,2005,1.11260998249054
Kuwait,KWT,1971,0.8434699773788449
Kuwait,KWT,1972,0.8675900101661679
Kuwait,KWT,1973,0.863619983196259
Kuwait,KWT,1992,0.959460020065308
Kuwait,KWT,1994,0.979019999504089
Kuwait,KWT,1996,0.9351599812507629
Kuwait,KWT,1997,0.9524700045585629
Kuwait,KWT,1999,1.01804995536804
Kuwait,KWT,2000,1.0304399728775
Kuwait,KWT,2001,1.06892001628876
Kuwait,KWT,2006,1.10286998748779
Kuwait,KWT,2007,0.9910200238227841
Kuwait,KWT,2008,0.970650017261505
Kuwait,KWT,2009,0.963620007038116
Kuwait,KWT,2010,0.967360019683838
Kuwait,KWT,2011,0.990719974040985
Kuwait,KWT,2012,1.0440399646759
Kyrgyzstan,KGZ,2004,1.00552999973297
Kyrgyzstan,KGZ,2005,1.00232005119324
Kyrgyzstan,KGZ,2006,1.0054500102996802
Kyrgyzstan,KGZ,2007,1.00708997249603
Kyrgyzstan,KGZ,2008,1.0025099515914901
Kyrgyzstan,KGZ,2009,1.0040899515152
Kyrgyzstan,KGZ,2010,0.9926300048828129
Kyrgyzstan,KGZ,2011,0.992690026760101
Kyrgyzstan,KGZ,2013,1.00498998165131
Kyrgyzstan,KGZ,2014,1.00025999546051
Laos,LAO,1992,0.7847800254821781
Laos,LAO,1993,0.764900028705597
Laos,LAO,1994,0.7750399708747859
Laos,LAO,1997,0.764280021190643
Laos,LAO,1998,0.793110013008118
Laos,LAO,1999,0.7863399982452389
Laos,LAO,2000,0.783990025520325
Laos,LAO,2001,0.803009986877441
Laos,LAO,2002,0.8079199790954591
Laos,LAO,2003,0.823140025138855
Laos,LAO,2004,0.8363699913024899
Laos,LAO,2005,0.844799995422363
Laos,LAO,2006,0.854019999504089
Laos,LAO,2007,0.8611800074577328
Laos,LAO,2008,0.880689978599548
Laos,LAO,2009,0.8874999880790709
Laos,LAO,2010,0.9019500017166141
Laos,LAO,2011,0.903460025787354
Laos,LAO,2012,0.9202799797058109
Laos,LAO,2013,0.9436299800872799
Laos,LAO,2014,0.961740016937256
Latin America and the Caribbean,,1998,1.0701299905777
Latin America and the Caribbean,,1999,1.07025003433228
Latin America and the Caribbean,,2000,1.0673899650573702
Latin America and the Caribbean,,2001,1.07100999355316
Latin America and the Caribbean,,2002,1.0726499557495102
Latin America and the Caribbean,,2003,1.07305002212524
Latin America and the Caribbean,,2004,1.07574999332428
Latin America and the Caribbean,,2005,1.08167004585266
Latin America and the Caribbean,,2006,1.08781003952026
Latin America and the Caribbean,,2007,1.09060001373291
Latin America and the Caribbean,,2008,1.08849000930786
Latin America and the Caribbean,,2009,1.07992994785309
Latin America and the Caribbean,,2010,1.0738099813461301
Latin America and the Caribbean,,2011,1.0706399679184
Latin America and the Caribbean,,2012,1.0618599653244
Latin America and the Caribbean,,2013,1.0566600561141999
Latin America and the Caribbean,,2014,1.05692994594574
Latin America and the Caribbean (excluding high-income countries),,1998,1.07156002521515
Latin America and the Caribbean (excluding high-income countries),,1999,1.07179999351501
Latin America and the Caribbean (excluding high-income countries),,2000,1.06872999668121
Latin America and the Caribbean (excluding high-income countries),,2001,1.07263004779816
Latin America and the Caribbean (excluding high-income countries),,2002,1.07433998584747
Latin America and the Caribbean (excluding high-income countries),,2003,1.07473003864288
Latin America and the Caribbean (excluding high-income countries),,2004,1.07754004001617
Latin America and the Caribbean (excluding high-income countries),,2005,1.08380997180939
Latin America and the Caribbean (excluding high-income countries),,2006,1.09031999111176
Latin America and the Caribbean (excluding high-income countries),,2007,1.0930600166320799
Latin America and the Caribbean (excluding high-income countries),,2008,1.09064996242523
Latin America and the Caribbean (excluding high-income countries),,2009,1.08131003379822
Latin America and the Caribbean (excluding high-income countries),,2010,1.07493996620178
Latin America and the Caribbean (excluding high-income countries),,2011,1.07146000862122
Latin America and the Caribbean (excluding high-income countries),,2012,1.06193995475769
Latin America and the Caribbean (excluding high-income countries),,2013,1.0568699836731
Latin America and the Caribbean (excluding high-income countries),,2014,1.0571600198745699
Latvia,LVA,2008,1.0391800403595
Latvia,LVA,2009,1.03787994384766
Latvia,LVA,2010,1.0212199687957801
Latvia,LVA,2011,1.01643002033234
Latvia,LVA,2012,1.02245998382568
Latvia,LVA,2013,1.02181005477905
Latvia,LVA,2014,1.02367997169495
Least-developed countries,,1977,0.5457500219345089
Least-developed countries,,1978,0.538619995117188
Least-developed countries,,1979,0.535749971866608
Least-developed countries,,1980,0.523339986801147
Least-developed countries,,1981,0.525910019874573
Least-developed countries,,1982,0.5444300174713129
